"","Order","Latitude","Biome","Elevation","pH","Clay_silt_c","NDVI_2001_2020_Normalized","Plant_cover_v3","ORC","ORC_stock","POM_C_g_kg","MAOM_C_g_kg","Aromatic_Prop","Alkanes_Prop","Polysaccharide_Prop","Amide_Prop","Soil_respiration","Seasonality","MAXT...19","Aridity...20","Human_influence","Extreme_events","Fire","Aridity_2016_2019...24","MAXT_mean_2016_2019...25","Extreme_events_2016_2019","Population_density_2016_2019...27","Fire_2016_2019","Seasonality_2016_2019","MAXT_anomaly","Seasonality_anomaly","MINP_anomaly","Human_influence1","Extreme_events1","Fire1","Aridity...36","MAXT...37","PSEA","MDR","TSEA","SPEI_1_Extreme_dry_events","SPEI_1_extreme_wet_events","Heatwave_day","Frost","nfertilize","nmanure_gl","hii_v2geo","fire_n","Aridity_2016_2019...49","MAXT_mean_2016_2019...50","TSEA_2016_2019","MDR_2016_2019","PSEA_2016_2019","SPEI_1_Extreme_dry_events_2016_2019","SPEI_1_extreme_wet_events_2016_2019","Frost_2016_2019","Heatwave_day_2016_2019","Fire_Count_2016_2019","Population_density_2016_2019...59","MAXT_difference","PSEA_difference","MDR_difference","TSEA_difference","MINP","MINP_2016_2019","MINP_difference"
"605",787,22.139,"Temperate",1100,4.34,13.65144528,0.761567026,95.85492228,162.24424,18.00911064,NA,NA,17.20014379,18.68149768,11.21874684,8.501683186,NA,0.217454701,0.514423077,0.63203838,0.096774194,0.278621269,0,0.977521692,0.453672854,0.358002188,1.48e-05,0,0.168673499,0.291193618,0.315130494,0.145433887,0.096774194,0.278621269,0,-1.0222,21.4,66.8865,7.15,187.839,86,12,9.855453351,0,0,0,18,0,-0.08204,26.515,286.6085263,4.182083333,87.28514,9,11,0,10.30435296,0,0.07715,5.115,20.39864,-2.967916667,98.7695263,15,2.625,12.375
"606",788,22.139,"Temperate",1100,3.73,13.65144528,0.761567026,95.85492228,305.92976,33.95820336,NA,NA,12.51591297,20.71722444,12.07892832,7.313273559,NA,0.217454701,0.514423077,0.63203838,0.096774194,0.278621269,0,0.977521692,0.453672854,0.358002188,1.48e-05,0,0.168673499,0.291193618,0.315130494,0.145433887,0.096774194,0.278621269,0,-1.0222,21.4,66.8865,7.15,187.839,86,12,9.855453351,0,0,0,18,0,-0.08204,26.515,286.6085263,4.182083333,87.28514,9,11,0,10.30435296,0,0.07715,5.115,20.39864,-2.967916667,98.7695263,15,2.625,12.375
"607",789,22.139,"Temperate",1100,3.77,13.65144528,0.761567026,95.85492228,378.10256,41.96938416,351.2914937,48.33404186,11.78864198,20.14828924,14.34426808,7.41037037,0.428654232,0.217454701,0.514423077,0.63203838,0.096774194,0.278621269,0,0.977521692,0.453672854,0.358002188,1.48e-05,0,0.168673499,0.291193618,0.315130494,0.145433887,0.096774194,0.278621269,0,-1.0222,21.4,66.8865,7.15,187.839,86,12,9.855453351,0,0,0,18,0,-0.08204,26.515,286.6085263,4.182083333,87.28514,9,11,0,10.30435296,0,0.07715,5.115,20.39864,-2.967916667,98.7695263,15,2.625,12.375
"608",790,37.621,"Temperate",68,5.66,51.68111111,0.571402174,90,26.30516,3.86685852,9.120762043,13.43994468,18.05245511,11.86048968,12.55560667,7.85842026,0.235346253,0.515795459,0.841346154,0.927064171,0.523665858,0.251363756,0,0.991595737,0.726400127,0.176341099,0.000447357,0,0.409739081,0.364631277,0.303672233,0.024854424,0.523665858,0.251363756,0,-0.2043,35,85.2417,15.2,667.27,26,38,9.844836811,5.376940133,28.257,176.101,14,0,-0.03088,43.705,839.994628,9.461666667,119.33601,1,7,2.413793103,10.04500244,0,2.33017,8.705,34.09431,-5.738333333,172.724628,1,9.85,-8.85
"609",791,37.621,"Temperate",68,5.85,51.68111111,0.571402174,90,21.3218,3.1343046,NA,NA,20.0022901,10.48616876,5.955209496,9.191881602,NA,0.515795459,0.841346154,0.927064171,0.523665858,0.251363756,0,0.991595737,0.726400127,0.176341099,0.000447357,0,0.409739081,0.364631277,0.303672233,0.024854424,0.523665858,0.251363756,0,-0.2043,35,85.2417,15.2,667.27,26,38,9.844836811,5.376940133,28.257,176.101,14,0,-0.03088,43.705,839.994628,9.461666667,119.33601,1,7,2.413793103,10.04500244,0,2.33017,8.705,34.09431,-5.738333333,172.724628,1,9.85,-8.85
"610",792,37.621,"Temperate",68,5.44,51.68111111,0.571402174,90,26.477,3.892119,NA,NA,18.52177527,10.69206059,8.712782636,8.324846297,NA,0.515795459,0.841346154,0.927064171,0.523665858,0.251363756,0,0.991595737,0.726400127,0.176341099,0.000447357,0,0.409739081,0.364631277,0.303672233,0.024854424,0.523665858,0.251363756,0,-0.2043,35,85.2417,15.2,667.27,26,38,9.844836811,5.376940133,28.257,176.101,14,0,-0.03088,43.705,839.994628,9.461666667,119.33601,1,7,2.413793103,10.04500244,0,2.33017,8.705,34.09431,-5.738333333,172.724628,1,9.85,-8.85
"611",793,37.621,"Temperate",68,5.72,51.68111111,0.571402174,90,22.69652,3.33638844,NA,NA,17.91305764,11.72440524,10.87292794,8.145227232,NA,0.515795459,0.841346154,0.927064171,0.523665858,0.251363756,0,0.991595737,0.726400127,0.176341099,0.000447357,0,0.409739081,0.364631277,0.303672233,0.024854424,0.523665858,0.251363756,0,-0.2043,35,85.2417,15.2,667.27,26,38,9.844836811,5.376940133,28.257,176.101,14,0,-0.03088,43.705,839.994628,9.461666667,119.33601,1,7,2.413793103,10.04500244,0,2.33017,8.705,34.09431,-5.738333333,172.724628,1,9.85,-8.85
"612",794,37.621,"Temperate",68,5.32,51.68111111,0.571402174,90,48.64436,7.15072092,NA,NA,18.03084455,12.01088254,12.70057335,7.387049991,NA,0.515795459,0.841346154,0.927064171,0.523665858,0.251363756,0,0.991595737,0.726400127,0.176341099,0.000447357,0,0.409739081,0.364631277,0.303672233,0.024854424,0.523665858,0.251363756,0,-0.2043,35,85.2417,15.2,667.27,26,38,9.844836811,5.376940133,28.257,176.101,14,0,-0.03088,43.705,839.994628,9.461666667,119.33601,1,7,2.413793103,10.04500244,0,2.33017,8.705,34.09431,-5.738333333,172.724628,1,9.85,-8.85
"613",795,37.489,"Temperate",60,6.89,48.02666667,0.539816087,90,57.75188,8.77828576,NA,NA,18.18387606,12.39929493,6.572409314,10.38890435,0.480158149,0.5129452,0.824519231,0.92991379,0.502160481,0.295081871,0,0.992008385,0.717515469,0.165901922,0.002476875,0,0.394897027,0.367495142,0.294756543,0.027410879,0.502160481,0.295081871,0,-0.1964,34.3,84.8792,15.2833,647.605,38,39,9.937535491,4.973668812,28.257,176.101,10,0,-0.02938,43.145,774.4640861,9.241666667,119.85097,2,5,1.946472019,10.07921836,0,12.90142,8.845,34.97177,-6.041633333,126.8590861,1,9.4,-8.4
"614",796,37.489,"Temperate",60,6.87,48.02666667,0.539816087,90,75.10772,11.41637344,NA,NA,18.27264467,11.8411306,6.615970137,10.3729625,NA,0.5129452,0.824519231,0.92991379,0.502160481,0.295081871,0,0.992008385,0.717515469,0.165901922,0.002476875,0,0.394897027,0.367495142,0.294756543,0.027410879,0.502160481,0.295081871,0,-0.1964,34.3,84.8792,15.2833,647.605,38,39,9.937535491,4.973668812,28.257,176.101,10,0,-0.02938,43.145,774.4640861,9.241666667,119.85097,2,5,1.946472019,10.07921836,0,12.90142,8.845,34.97177,-6.041633333,126.8590861,1,9.4,-8.4
"615",797,37.489,"Temperate",60,7.01,48.02666667,0.539816087,90,70.81172,10.76338144,NA,NA,17.57055308,12.38394334,7.459534074,10.17119332,NA,0.5129452,0.824519231,0.92991379,0.502160481,0.295081871,0,0.992008385,0.717515469,0.165901922,0.002476875,0,0.394897027,0.367495142,0.294756543,0.027410879,0.502160481,0.295081871,0,-0.1964,34.3,84.8792,15.2833,647.605,38,39,9.937535491,4.973668812,28.257,176.101,10,0,-0.02938,43.145,774.4640861,9.241666667,119.85097,2,5,1.946472019,10.07921836,0,12.90142,8.845,34.97177,-6.041633333,126.8590861,1,9.4,-8.4
"616",798,37.489,"Temperate",60,7.21,48.02666667,0.539816087,90,76.99796,11.70368992,NA,NA,17.31939544,13.05020098,7.789168353,10.42330206,NA,0.5129452,0.824519231,0.92991379,0.502160481,0.295081871,0,0.992008385,0.717515469,0.165901922,0.002476875,0,0.394897027,0.367495142,0.294756543,0.027410879,0.502160481,0.295081871,0,-0.1964,34.3,84.8792,15.2833,647.605,38,39,9.937535491,4.973668812,28.257,176.101,10,0,-0.02938,43.145,774.4640861,9.241666667,119.85097,2,5,1.946472019,10.07921836,0,12.90142,8.845,34.97177,-6.041633333,126.8590861,1,9.4,-8.4
"617",799,37.489,"Temperate",60,7.29,48.02666667,0.539816087,90,61.53236,9.35291872,NA,NA,17.56142202,12.83681279,9.02471929,9.934085393,NA,0.5129452,0.824519231,0.92991379,0.502160481,0.295081871,0,0.992008385,0.717515469,0.165901922,0.002476875,0,0.394897027,0.367495142,0.294756543,0.027410879,0.502160481,0.295081871,0,-0.1964,34.3,84.8792,15.2833,647.605,38,39,9.937535491,4.973668812,28.257,176.101,10,0,-0.02938,43.145,774.4640861,9.241666667,119.85097,2,5,1.946472019,10.07921836,0,12.90142,8.845,34.97177,-6.041633333,126.8590861,1,9.4,-8.4
"618",800,37.335,"Arid",20,5.46,61.75336047,0.458209641,36.66666667,94.18196,14.22147596,NA,NA,18.65187468,12.61139751,10.82850426,8.060248393,0.271948659,0.48657959,0.795673077,0.947841143,0.545171234,0.31322026,0,0.993978091,0.69363795,0.146556256,0.002075876,0,0.383096434,0.361256009,0.306725482,0.035790371,0.545171234,0.31322026,0,-0.1467,33.1,86.2245,14.1333,623.405,38,39,9.984317825,7.504168983,28.257,176.101,18,0,-0.02222,41.64,775.0870227,8.346666667,125.26378,2,5,2.517162471,9.854753075,0,10.81272,8.54,39.03928,-5.786633333,151.6820227,1,7.925,-6.925
"619",801,37.335,"Arid",20,5.59,61.75336047,0.458209641,36.66666667,86.44916,13.05382316,NA,NA,17.5792855,13.44228319,10.28879528,8.602647419,NA,0.48657959,0.795673077,0.947841143,0.545171234,0.31322026,0,0.993978091,0.69363795,0.146556256,0.002075876,0,0.383096434,0.361256009,0.306725482,0.035790371,0.545171234,0.31322026,0,-0.1467,33.1,86.2245,14.1333,623.405,38,39,9.984317825,7.504168983,28.257,176.101,18,0,-0.02222,41.64,775.0870227,8.346666667,125.26378,2,5,2.517162471,9.854753075,0,10.81272,8.54,39.03928,-5.786633333,151.6820227,1,7.925,-6.925
"620",802,37.335,"Arid",20,5.45,61.75336047,0.458209641,36.66666667,88.68308,13.39114508,NA,NA,17.04432585,13.38075117,11.40435346,8.473763068,NA,0.48657959,0.795673077,0.947841143,0.545171234,0.31322026,0,0.993978091,0.69363795,0.146556256,0.002075876,0,0.383096434,0.361256009,0.306725482,0.035790371,0.545171234,0.31322026,0,-0.1467,33.1,86.2245,14.1333,623.405,38,39,9.984317825,7.504168983,28.257,176.101,18,0,-0.02222,41.64,775.0870227,8.346666667,125.26378,2,5,2.517162471,9.854753075,0,10.81272,8.54,39.03928,-5.786633333,151.6820227,1,7.925,-6.925
"621",803,37.335,"Arid",20,5.6,61.75336047,0.458209641,36.66666667,98.47796,14.87017196,NA,NA,17.01917122,13.24668722,12.05106639,8.165298675,NA,0.48657959,0.795673077,0.947841143,0.545171234,0.31322026,0,0.993978091,0.69363795,0.146556256,0.002075876,0,0.383096434,0.361256009,0.306725482,0.035790371,0.545171234,0.31322026,0,-0.1467,33.1,86.2245,14.1333,623.405,38,39,9.984317825,7.504168983,28.257,176.101,18,0,-0.02222,41.64,775.0870227,8.346666667,125.26378,2,5,2.517162471,9.854753075,0,10.81272,8.54,39.03928,-5.786633333,151.6820227,1,7.925,-6.925
"622",804,37.335,"Arid",20,5.38,61.75336047,0.458209641,36.66666667,102.25844,15.44102444,NA,NA,17.3749909,12.31471244,11.99974843,8.330409337,NA,0.48657959,0.795673077,0.947841143,0.545171234,0.31322026,0,0.993978091,0.69363795,0.146556256,0.002075876,0,0.383096434,0.361256009,0.306725482,0.035790371,0.545171234,0.31322026,0,-0.1467,33.1,86.2245,14.1333,623.405,38,39,9.984317825,7.504168983,28.257,176.101,18,0,-0.02222,41.64,775.0870227,8.346666667,125.26378,2,5,2.517162471,9.854753075,0,10.81272,8.54,39.03928,-5.786633333,151.6820227,1,7.925,-6.925
"623",805,37.626,"Temperate",78,6.57,13.57666667,0.257238218,90,26.82068,3.99628132,NA,NA,18.52158563,11.27443503,4.840514016,10.54383594,0.312540222,0.513155614,0.838942308,0.926198463,0.523665858,0.277074916,0,0.991524211,0.697683643,0.177203933,0.000595771,0,0.385082915,0.329651222,0.287988052,0.024002272,0.523665858,0.277074916,0,-0.2067,34.9,84.9291,15.125,664.839,26,38,9.952102182,4.827968923,28.257,176.101,14,0,-0.03114,41.895,788.287122,8.700416667,119.12634,1,7,1.83908046,10.07000259,0,3.10322,6.995,34.19724,-6.424583333,123.448122,1,10,-9
"624",806,37.626,"Temperate",78,6.71,13.57666667,0.257238218,90,23.55572,3.50980228,NA,NA,19.63486692,10.1285055,2.533436151,11.53929904,NA,0.513155614,0.838942308,0.926198463,0.523665858,0.277074916,0,0.991524211,0.697683643,0.177203933,0.000595771,0,0.385082915,0.329651222,0.287988052,0.024002272,0.523665858,0.277074916,0,-0.2067,34.9,84.9291,15.125,664.839,26,38,9.952102182,4.827968923,28.257,176.101,14,0,-0.03114,41.895,788.287122,8.700416667,119.12634,1,7,1.83908046,10.07000259,0,3.10322,6.995,34.19724,-6.424583333,123.448122,1,10,-9
"625",807,37.626,"Temperate",78,6.57,13.57666667,0.257238218,90,28.36724,4.22671876,NA,NA,18.56829108,10.47181228,2.789638097,11.01746276,NA,0.513155614,0.838942308,0.926198463,0.523665858,0.277074916,0,0.991524211,0.697683643,0.177203933,0.000595771,0,0.385082915,0.329651222,0.287988052,0.024002272,0.523665858,0.277074916,0,-0.2067,34.9,84.9291,15.125,664.839,26,38,9.952102182,4.827968923,28.257,176.101,14,0,-0.03114,41.895,788.287122,8.700416667,119.12634,1,7,1.83908046,10.07000259,0,3.10322,6.995,34.19724,-6.424583333,123.448122,1,10,-9
"626",808,37.626,"Temperate",78,6.78,13.57666667,0.257238218,90,31.6322,4.7131978,NA,NA,18.11402428,11.52820212,4.009908168,10.91837466,NA,0.513155614,0.838942308,0.926198463,0.523665858,0.277074916,0,0.991524211,0.697683643,0.177203933,0.000595771,0,0.385082915,0.329651222,0.287988052,0.024002272,0.523665858,0.277074916,0,-0.2067,34.9,84.9291,15.125,664.839,26,38,9.952102182,4.827968923,28.257,176.101,14,0,-0.03114,41.895,788.287122,8.700416667,119.12634,1,7,1.83908046,10.07000259,0,3.10322,6.995,34.19724,-6.424583333,123.448122,1,10,-9
"627",809,37.626,"Temperate",78,6.78,13.57666667,0.257238218,90,23.8994,3.5610106,NA,NA,20.39037401,8.520791659,2.297387404,11.84639631,NA,0.513155614,0.838942308,0.926198463,0.523665858,0.277074916,0,0.991524211,0.697683643,0.177203933,0.000595771,0,0.385082915,0.329651222,0.287988052,0.024002272,0.523665858,0.277074916,0,-0.2067,34.9,84.9291,15.125,664.839,26,38,9.952102182,4.827968923,28.257,176.101,14,0,-0.03114,41.895,788.287122,8.700416667,119.12634,1,7,1.83908046,10.07000259,0,3.10322,6.995,34.19724,-6.424583333,123.448122,1,10,-9
"628",810,37.468,"Temperate",219,4.98,47.77444444,0.40544913,90,61.12798938,9.230326397,NA,NA,19.65831849,12.34906038,3.90461997,9.868961506,0.542451936,0.554764877,0.899038462,0.919669588,0.185708612,0.293623218,0.125,0.991015279,0.923290497,0.177596955,2.12e-05,0,0.509614896,0.569397566,0.349902782,0.019883539,0.185708612,0.293623218,0.125,-0.2248,37.4,84.3771,16.6083,723.101,24,42,10.02754821,1.561561562,13.162,49.913,7,1,-0.03299,56.115,1161.339592,11.71541667,119.02862,1,7,0.751879699,10.10391514,0,0.11064,18.715,34.65152,-4.89288333,438.238592,1,10.725,-9.725
"629",811,37.468,"Temperate",219,4.95,47.77444444,0.40544913,90,25.44596,3.84233996,NA,NA,18.55511904,17.19481029,16.79156355,7.760336443,NA,0.554764877,0.899038462,0.919669588,0.185708612,0.293623218,0.125,0.991015279,0.923290497,0.177596955,2.12e-05,0,0.509614896,0.569397566,0.349902782,0.019883539,0.185708612,0.293623218,0.125,-0.2248,37.4,84.3771,16.6083,723.101,24,42,10.02754821,1.561561562,13.162,49.913,7,1,-0.03299,56.115,1161.339592,11.71541667,119.02862,1,7,0.751879699,10.10391514,0,0.11064,18.715,34.65152,-4.89288333,438.238592,1,10.725,-9.725
"630",812,37.468,"Temperate",219,5.05,47.77444444,0.40544913,90,28.02356,4.23155756,NA,NA,19.70163701,9.674284093,3.891889533,9.921035563,NA,0.554764877,0.899038462,0.919669588,0.185708612,0.293623218,0.125,0.991015279,0.923290497,0.177596955,2.12e-05,0,0.509614896,0.569397566,0.349902782,0.019883539,0.185708612,0.293623218,0.125,-0.2248,37.4,84.3771,16.6083,723.101,24,42,10.02754821,1.561561562,13.162,49.913,7,1,-0.03299,56.115,1161.339592,11.71541667,119.02862,1,7,0.751879699,10.10391514,0,0.11064,18.715,34.65152,-4.89288333,438.238592,1,10.725,-9.725
"631",813,37.468,"Temperate",219,4.83,47.77444444,0.40544913,90,22.69652,3.42717452,NA,NA,20.30972967,11.14990283,6.096205264,9.118442994,NA,0.554764877,0.899038462,0.919669588,0.185708612,0.293623218,0.125,0.991015279,0.923290497,0.177596955,2.12e-05,0,0.509614896,0.569397566,0.349902782,0.019883539,0.185708612,0.293623218,0.125,-0.2248,37.4,84.3771,16.6083,723.101,24,42,10.02754821,1.561561562,13.162,49.913,7,1,-0.03299,56.115,1161.339592,11.71541667,119.02862,1,7,0.751879699,10.10391514,0,0.11064,18.715,34.65152,-4.89288333,438.238592,1,10.725,-9.725
"632",814,37.468,"Temperate",219,4.91,47.77444444,0.40544913,90,18.05684,2.72658284,7.113608364,11.64842636,20.16780708,10.87883498,7.072536168,8.698657586,NA,0.554764877,0.899038462,0.919669588,0.185708612,0.293623218,0.125,0.991015279,0.923290497,0.177596955,2.12e-05,0,0.509614896,0.569397566,0.349902782,0.019883539,0.185708612,0.293623218,0.125,-0.2248,37.4,84.3771,16.6083,723.101,24,42,10.02754821,1.561561562,13.162,49.913,7,1,-0.03299,56.115,1161.339592,11.71541667,119.02862,1,7,0.751879699,10.10391514,0,0.11064,18.715,34.65152,-4.89288333,438.238592,1,10.725,-9.725
"633",835,-41.807778,"Arid",1215,6.758846186,9.503755856,0.126756304,19.681875,6.966702169,0.668803408,NA,NA,17.72489281,9.89349262,16.72260674,6.009923833,NA,0.394978434,0.557692308,0.941023699,0.03555224,0.373779083,0,0.995392098,0.749405045,0.120326306,3.56e-05,0,0.435990434,0.635675565,0.382044842,0.128248828,0.03555224,0.373779083,0,-0.1656,23.2,48.3936,13.8667,547.596,55,14,10.01655629,39.76759199,0,7.421,4,0,-0.01708,45.155,1215.427674,11.06,62.89208,1,0,20.34232521,9.945448176,0,0.18535,21.955,14.49848,-2.8067,667.831674,10,0.65,9.35
"634",836,-41.23785,"Temperate",1078,6.962220275,7.898156149,0.164360217,19.98875,9.089406362,0.981655887,NA,NA,16.17958925,9.190071753,13.33010816,7.792126549,NA,0.4082496,0.572115385,0.899433683,0.052411303,0.296168511,0,0.992220211,0.743455497,0.155841401,0.000146826,0,0.446180224,0.615730797,0.387121195,0.145149837,0.052411303,0.296168511,0,-0.2809,23.8,58.6328,13.7833,526.589,32,17,9.909228442,31.55792277,0,2.126,9,0,-0.02861,44.78,1213.928531,10.59125,79.28502,2,1,17.01824574,10.12759896,0,0.76478,20.98,20.65222,-3.19205,687.339531,13,0.675,12.325
"635",837,-41.106714,"Temperate",1077,6.546,17.03942005,0.270215652,53.7875,20.2047086,2.081084986,NA,NA,16.22899816,9.904532895,13.32156295,7.950334985,NA,0.395220115,0.536057692,0.84197237,0.095952054,0.289654155,0,0.987425242,0.674758052,0.140507652,0.000146826,0,0.438927789,0.557839828,0.393051834,0.155233632,0.095952054,0.289654155,0,-0.4402,22.3,64.443,12.95,494.027,36,16,9.977151561,20.42936288,0,2.406,17,0,-0.04604,40.45,1101.104845,10.60333333,88.46143,2,1,11.88750377,10.10204082,0,0.76478,18.15,24.01843,-2.34666667,607.077845,15,0.9,14.1
"636",838,-41.004278,"Temperate",1146,6.5,33.87061161,0.218354822,56.871875,21.79103133,2.375222415,NA,NA,16.13955118,10.06380314,15.35415561,7.609237006,NA,0.38380142,0.533653846,0.819572196,0.049867881,0.230402744,0,0.985163931,0.714263049,0.184108336,0.000146826,0,0.450784718,0.610821315,0.40899921,0.171140463,0.049867881,0.230402744,0,-0.5023,22.2,60.2885,12.875,483.681,26,14,9.825673534,20.16689847,0.002,0.778,9,0,-0.05426,42.94,1153.635158,10.82291667,87.28659,4,3,11.35549039,10.00325839,0,0.76478,20.74,26.99809,-2.05208333,669.954158,18,1.1,16.9
"637",839,-41.253333,"Continental",1184,6.976123364,28.69530433,0.158423043,23.625,14.58245844,1.429080927,NA,NA,17.23750871,9.430791133,13.81827966,7.412948011,NA,0.397185268,0.557692308,0.9235292,0.047034958,0.301529576,0,0.994200921,0.744962716,0.15092252,0.000120182,0,0.438644713,0.629947837,0.38596143,0.140178952,0.047034958,0.301529576,0,-0.2141,23.2,54.0673,13.5833,535.04,32,17,9.928514694,31.754503,0,2.126,8,0,-0.02141,44.875,1193.730868,10.82208333,72.0002,2,1,17.1568014,10.07070454,0,0.626,21.675,17.9329,-2.76121667,658.690868,12,0.55,11.45
"638",840,-41.0335,"Temperate",1063,6.83192411,26.36078577,0.168393913,32.275,9.139817501,0.941401203,NA,NA,17.007577,8.91316435,10.48983374,8.313763968,NA,0.400543764,0.567307692,0.892255528,0.052941301,0.272760685,0,0.991639753,0.774948437,0.148479846,0.000146826,0,0.427019056,0.660427534,0.379227055,0.150688823,0.052941301,0.272760685,0,-0.3008,23.6,57.2564,13.625,517.487,36,16,9.79757085,31.80901143,0,2.406,9,0,-0.03072,46.765,1210.329013,9.710833333,79.0387,2,1,15.97796143,10.07649841,0,0.76478,23.165,21.7823,-3.914166667,692.842013,14,0.7,13.3
"639",841,-38.990869,"Arid",112,7.34,21.29851863,0.406811957,41.68083333,11.12825358,1.135081865,NA,NA,17.3436263,9.490997705,12.68237885,7.897297321,NA,0.399178783,0.786057692,0.931284493,0.123430741,0.204278322,0.375,0.992800669,0.802554339,0.215129602,5.3e-05,1,0.402715976,0.509870103,0.357726208,0.129243005,0.123430741,0.204278322,0.375,-0.1926,32.7,34.8517,14.8833,589.356,16,46,9.615384615,9.006433167,0.516,7.292,20,3,-0.0265,48.505,1121.853555,10.03125,65.85469,1,10,3.749778597,10.00114608,2,0.27632,15.805,31.00299,-4.85205,532.497555,12,2.475,9.525
"640",842,-38.8396,"Arid",123,8.016,19.25260577,0.424891304,41.50916667,10.78745576,1.078745576,NA,NA,16.95288497,9.656471773,13.05663478,7.883059484,NA,0.415131605,0.798076923,0.93629838,0.075722732,0.273360502,0.125,0.993452653,0.7736792,0.202529397,5.3e-05,0,0.388943577,0.462411783,0.336709919,0.141457179,0.075722732,0.273360502,0.125,-0.1787,33.2,34.8255,15.5,604.898,17,47,9.86515259,9.891696751,0.034,3.007,13,1,-0.02413,46.685,1077.181608,9.796666667,64.6609,0,9,5.414012739,10.11172263,0,0.27632,13.485,29.8354,-5.703333333,472.283608,14,2.325,11.675
"641",843,-38.763975,"Arid",158,7.87,12.76940492,0.323374348,10.10522781,6.226966135,0.691193241,NA,NA,17.51946417,7.956828055,8.808978083,8.712085722,NA,0.415801412,0.802884615,0.939292284,0.056757293,0.274502393,0.125,0.993802028,0.788513406,0.189421827,6.01e-06,0,0.402640778,0.47744707,0.345416669,0.153955404,0.056757293,0.274502393,0.125,-0.1704,33.4,31.2726,15.75,615.441,16,45,9.909281228,8.29846583,0,4.422,9,1,-0.02286,47.62,1122.289077,10.21583333,62.62195,0,9,3.846153846,10.0129745,0,0.03129,14.22,31.34935,-5.53416667,506.848077,16,2.125,13.875
"642",844,-38.700489,"Arid",243,8.538,33.84980799,0.254842826,21.36030457,5.98922201,0.700738975,NA,NA,19.0941673,6.657079974,11.65368621,7.982568319,NA,0.427423563,0.798076923,0.942863326,0.117071838,0.266229237,0,0.993980842,0.823655402,0.269107536,1.66e-05,0,0.429811508,0.526848727,0.362074373,0.145007811,0.117071838,0.266229237,0,-0.1605,33.2,31.6505,16.2167,621.193,19,46,9.840425532,9.147609148,0,24.925,13,0,-0.02221,49.835,1122.82179,10.74625,75.69824,4,10,4.776119403,10.10607341,0,0.08628,16.635,44.04774,-5.47045,501.62879,14,1.7,12.3
"643",845,-37.671353,"Arid",370,8.116,12.73,0.188600435,4.508774175,3.330065826,0.376297438,NA,NA,17.86495718,7.034207346,13.52677211,7.499132994,NA,0.45839961,0.800480769,0.93947264,0.058217542,0.255156777,0,0.994319213,0.834919879,0.288350419,0.000158243,0,0.41950813,0.539326992,0.338955304,0.124130095,0.058217542,0.255156777,0,-0.1699,33.3,39.0268,16.8583,639.863,22,35,9.854014599,11.1698612,0.003,5.187,9,0,-0.02098,50.545,1147.339399,9.510833333,84.83336,6,10,4.885057471,10.01094204,0,0.82425,17.245,45.80656,-7.347466667,507.476399,11,2.375,8.625
"644",846,-37.549969,"Arid",485,8.522,31.15740225,0.207811739,8.347199727,3.679400807,0.423131093,NA,NA,20.31930869,7.802089922,13.95816276,7.585569995,NA,0.42947606,0.776442308,0.950871118,0.073011991,0.23112138,0,0.995339829,0.830874187,0.276993879,0.000158243,0,0.440211655,0.554566841,0.370106039,0.127538702,0.073011991,0.23112138,0,-0.1383,32.3,30.5094,16.35,628.236,30,29,9.771573604,10.09615385,0.04,1.562,13,0,-0.01727,50.29,1165.01465,10.69625,79.28462,4,10,5.120481928,10.18183162,0,0.82425,17.99,48.77522,-5.65375,536.77865,11,1.775,9.225
"645",847,-31.5511,"Arid",560,8.28,29.20375678,0.215482609,56.05833333,8.973219413,1.22933106,NA,NA,21.5084187,7.081849357,7.714106141,8.344598692,NA,0.51586654,0.836538462,0.940482632,0.066296843,0.277540396,0,0.993840542,0.863557036,0.227382546,0.001056177,0,0.453876957,0.545566125,0.331156144,0.032665815,0.066296843,0.277540396,0,-0.1671,34.8,92.619,14.8083,639.325,33,41,9.913544669,1.794871795,0.005,0.93,12,0,-0.02272,52.35,1044.664588,10.54541667,109.23586,2,10,0.626566416,10.0687111,0,5.50136,17.55,16.61686,-4.26288333,405.339588,3,10.475,-7.475
"646",848,-31.356,"Arid",529,7.748285012,26.50740313,0.331676522,61.00833333,4.993195301,0.694054147,NA,NA,19.56476145,6.953067993,6.697675028,9.113530802,NA,0.485685371,0.826923077,0.93691159,0.105526863,0.272508627,0,0.993846044,0.836030462,0.230916497,0.000576271,0,0.47063765,0.518257134,0.362214252,0.034370118,0.105526863,0.272508627,0,-0.177,34.4,90.3129,13.9,604.934,28,42,9.924109749,1.01488498,0.018,1.745,19,0,-0.0227,50.615,969.8050902,11.83541667,111.2475,2,10,0.956284153,10.09787247,0,3.00165,16.215,20.9346,-2.06458333,364.8710902,4,11.175,-7.175
"647",849,-31.488289,"Arid",534,8.280703813,15.73457054,0.199078913,48.2,4.819438877,0.645804809,NA,NA,20.02019498,5.391887353,9.015858618,9.073833601,NA,0.506563118,0.838942308,0.939544782,0.044791466,0.266916638,0,0.993961585,0.879025861,0.235813354,0.001056177,0,0.459113052,0.563465276,0.343194449,0.029257208,0.044791466,0.266916638,0,-0.1697,34.9,92.6649,14.4583,628.958,26,46,9.87507436,1.464557704,0.005,0.93,8,0,-0.02228,53.325,1016.348809,10.66791667,115.26185,2,10,1.11662531,10.14637244,0,5.50136,18.425,22.59695,-3.79038333,387.390809,3,11.075,-8.075
