"year","response","null_model","row_id","treatment","Lv","deviation","squared_deviation","P","actual_ES","null_ES","selected_factors","interaction_type"
"2021","richness_all","dominative",90,"6",6,0.0289452086676385,0.000837825104813137,0.41,0.785714285714286,0.36375,"W+N+D+HM+AF+SF","dominative"
"2021","richness_all","dominative",95,"4",4,-0.12648036380653,0.0159972824286321,0.23,-1.21428571428571,0.668035714285715,"W+N+HM+AF","dominative"
"2021","richness_all","dominative",97,"6",6,-0.107405590975969,0.0115359609728971,0.11,-1.21428571428571,0.35,"N+D+A+I+AF+SF","dominative"
"2021","richness_all","dominative",99,"6",6,-0.0324929349771081,0.00105579082342657,0.45,-0.214285714285714,0.255892857142857,"W+D+HM+MP+I+AF","dominative"
"2021","richness_all","dominative",101,"10",10,0.0253280439426305,0.000641509809959823,0.37,0.785714285714286,0.415178571428571,"W+N+D+HM+MP+S+A+I+AF+SF","dominative"
"2021","richness_all","dominative",102,"4",4,-0.0173599737962659,0.000301368690207038,0.24,0.785714285714286,1.05071428571429,"W+S+A+SF","dominative"
"2021","richness_all","dominative",104,"6",6,0.003828376077131,1.46564633879489e-05,0.37,-0.214285714285714,-0.267678571428572,"N+D+HM+MP+A+AF","dominative"
"2021","richness_all","dominative",106,"10",10,-0.104330708661417,0.0108848967697935,0.29,-1.21428571428571,0.300000000000001,"W+N+D+HM+MP+S+A+I+AF+SF","dominative"
"2021","richness_all","dominative",107,"10",10,-0.190107744594692,0.0361409545548808,0,-2.21428571428571,0.602500000000001,"W+N+D+HM+MP+S+A+I+AF+SF","Synergistic"
"2021","richness_all","dominative",112,"2",2,0.0202842220332807,0.00041144966349543,0.4,0.785714285714286,0.487500000000001,"S+I","dominative"
"2021","richness_all","dominative",114,"4",4,-0.00828537094427928,6.86473716843073e-05,0.46,-0.214285714285714,-0.0973214285714281,"N+D+MP+S","dominative"
"2021","richness_all","dominative",115,"8",8,0.0178610377335629,0.000319016668919757,0.34,0.785714285714286,0.522499999999999,"W+N+D+HM+S+I+AF+SF","dominative"
"2021","richness_all","dominative",116,"8",8,-0.0470981464600425,0.00221823539997161,0.39,-0.214285714285714,0.477678571428571,"W+N+D+HM+MP+I+AF+SF","dominative"
"2021","richness_all","dominative",121,"6",6,-0.00488082263185328,2.38224295636112e-05,0.32,0.785714285714286,0.859285714285715,"W+N+A+I+AF+SF","dominative"
"2021","richness_all","dominative",124,"6",6,-0.146861669713589,0.0215683500310634,0.04,-1.21428571428571,1.02357142857143,"W+MP+A+I+AF+SF","Synergistic"
"2021","richness_all","dominative",126,"8",8,0.0261923377638781,0.000686038557537077,0.43,0.785714285714286,0.402857142857142,"N+D+MP+S+A+I+AF+SF","dominative"
"2021","richness_all","dominative",128,"2",2,-0.0898407221263721,0.008071355352188,0,-1.21428571428571,0.0689285714285717,"D+SF","Synergistic"
